Source	Target	Species	Target Score	Target Description	SourceType	TargetType
miR-15b-5p	Xpo7	Mouse	90	exportin 7	miRNA	mRNA
miR-15b-5p	Spred1	Mouse	90	sprouty protein with EVH-1 domain 1, related sequence	miRNA	mRNA
miR-15b-5p	E2f3	Mouse	90	E2F transcription factor 3	miRNA	mRNA
miR-15b-5p	Grm7	Mouse	90	glutamate receptor, metabotropic 7	miRNA	mRNA
miR-15b-5p	Eda	Mouse	90	ectodysplasin-A	miRNA	mRNA
miR-15b-5p	Akap7	Mouse	90	A kinase (PRKA) anchor protein 7	miRNA	mRNA
miR-15b-5p	Pou2f1	Mouse	90	POU domain, class 2, transcription factor 1	miRNA	mRNA
miR-15b-5p	Suco	Mouse	90	SUN domain containing ossification factor	miRNA	mRNA
miR-15b-5p	Wipi2	Mouse	90	WD repeat domain, phosphoinositide interacting 2	miRNA	mRNA
miR-15b-5p	G0s2	Mouse	90	G0/G1 switch gene 2	miRNA	mRNA
miR-15b-5p	Zmym2	Mouse	90	zinc finger, MYM-type 2	miRNA	mRNA
miR-15b-5p	Islr	Mouse	90	immunoglobulin superfamily containing leucine-rich repeat	miRNA	mRNA
miR-15b-5p	Ptprr	Mouse	90	protein tyrosine phosphatase, receptor type, R	miRNA	mRNA
miR-193b-3p	Igfbp5	Mouse	90	insulin-like growth factor binding protein 5	miRNA	mRNA
miR-199a-3p	Etnk1	Mouse	90	ethanolamine kinase 1	miRNA	mRNA
miR-199a-3p	Slitrk6	Mouse	90	SLIT and NTRK-like family, member 6	miRNA	mRNA
miR-199a-3p	Acvr2a	Mouse	90	activin receptor IIA	miRNA	mRNA
miR-199a-3p	Alx4	Mouse	90	aristaless-like homeobox 4	miRNA	mRNA
miR-199a-3p	Cdt1	Mouse	90	chromatin licensing and DNA replication factor 1	miRNA	mRNA
miR-199a-3p	Dctn4	Mouse	90	dynactin 4	miRNA	mRNA
miR-199a-3p	Col12a1	Mouse	90	collagen, type XII, alpha 1	miRNA	mRNA
miR-199a-3p	Zhx1	Mouse	90	zinc fingers and homeoboxes 1	miRNA	mRNA
miR-1b-3p	Snrpa	Mouse	90	small nuclear ribonucleoprotein polypeptide A	miRNA	mRNA
miR-1b-3p	Gm37013	Mouse	90	predicted gene, 37013	miRNA	mRNA
miR-1b-3p	Pcdhga6	Mouse	90	protocadherin gamma subfamily A, 6	miRNA	mRNA
miR-1b-3p	Pcdhgb6	Mouse	90	protocadherin gamma subfamily B, 6	miRNA	mRNA
miR-1b-3p	Keap1	Mouse	90	kelch-like ECH-associated protein 1	miRNA	mRNA
miR-1b-3p	Gm38666	Mouse	90	predicted gene, 38666	miRNA	mRNA
miR-1b-3p	Pcdhgb5	Mouse	90	protocadherin gamma subfamily B, 5	miRNA	mRNA
miR-1b-3p	Pcdhgb2	Mouse	90	protocadherin gamma subfamily B, 2	miRNA	mRNA
miR-1b-3p	Gm38667	Mouse	90	predicted gene, 38667	miRNA	mRNA
miR-1b-3p	Pcdhgc4	Mouse	90	protocadherin gamma subfamily C, 4	miRNA	mRNA
miR-1b-3p	Pcdhgb1	Mouse	90	protocadherin gamma subfamily B, 1	miRNA	mRNA
miR-1b-3p	Pcdhgb4	Mouse	90	protocadherin gamma subfamily B, 4	miRNA	mRNA
miR-1b-3p	Klrd1	Mouse	90	killer cell lectin-like receptor, subfamily D, member 1	miRNA	mRNA
miR-1b-3p	Pcdhga4	Mouse	90	protocadherin gamma subfamily A, 4	miRNA	mRNA
miR-1b-3p	Gdpd5	Mouse	90	glycerophosphodiester phosphodiesterase domain containing 5	miRNA	mRNA
miR-1b-5p	Tns3	Mouse	90	tensin 3	miRNA	mRNA
miR-1b-5p	Smarca5	Mouse	90	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	miRNA	mRNA
miR-1b-5p	Synpr	Mouse	90	synaptoporin	miRNA	mRNA
miR-1b-5p	Stag2	Mouse	90	stromal antigen 2	miRNA	mRNA
miR-1b-5p	Apool	Mouse	90	apolipoprotein O-like	miRNA	mRNA
miR-1b-5p	Kdm6a	Mouse	90	lysine (K)-specific demethylase 6A	miRNA	mRNA
miR-1b-5p	Serpinb9d	Mouse	90	serine (or cysteine) peptidase inhibitor, clade B, member 9d	miRNA	mRNA
miR-1b-5p	Srgap1	Mouse	90	SLIT-ROBO Rho GTPase activating protein 1	miRNA	mRNA
miR-1b-5p	Zmynd11	Mouse	90	zinc finger, MYND domain containing 11	miRNA	mRNA
miR-1b-5p	Rnf214	Mouse	90	ring finger protein 214	miRNA	mRNA
miR-1b-5p	Tspan3	Mouse	90	tetraspanin 3	miRNA	mRNA
miR-1b-5p	Zfp738	Mouse	90	zinc finger protein 738	miRNA	mRNA
miR-214-3p	Mapre1	Mouse	90	microtubule-associated protein, RP/EB family, member 1	miRNA	mRNA
miR-214-3p	Tmem248	Mouse	90	transmembrane protein 248	miRNA	mRNA
miR-214-3p	Rcsd1	Mouse	90	RCSD domain containing 1	miRNA	mRNA
miR-214-3p	Trim66	Mouse	90	tripartite motif-containing 66	miRNA	mRNA
miR-214-3p	Tspan11	Mouse	90	tetraspanin 11	miRNA	mRNA
miR-214-3p	Tab3	Mouse	90	TGF-beta activated kinase 1/MAP3K7 binding protein 3	miRNA	mRNA
miR-214-3p	Zbtb41	Mouse	90	zinc finger and BTB domain containing 41	miRNA	mRNA
miR-214-3p	Zfp609	Mouse	90	zinc finger protein 609	miRNA	mRNA
miR-214-3p	Cbl	Mouse	90	Casitas B-lineage lymphoma	miRNA	mRNA
miR-214-3p	Hnrnpu	Mouse	90	heterogeneous nuclear ribonucleoprotein U	miRNA	mRNA
miR-214-3p	Ccdc167	Mouse	90	coiled-coil domain containing 167	miRNA	mRNA
miR-214-3p	Mapk8	Mouse	90	mitogen-activated protein kinase 8	miRNA	mRNA
miR-214-3p	Clint1	Mouse	90	clathrin interactor 1	miRNA	mRNA
miR-214-3p	Qk	Mouse	90	quaking	miRNA	mRNA
miR-214-5p	Tfdp1	Mouse	90	transcription factor Dp 1	miRNA	mRNA
miR-29c-3p	Stmn2	Mouse	90	stathmin-like 2	miRNA	mRNA
miR-29c-3p	Zfp704	Mouse	90	zinc finger protein 704	miRNA	mRNA
miR-29c-3p	Lpl	Mouse	90	lipoprotein lipase	miRNA	mRNA
miR-29c-3p	Arrdc3	Mouse	90	arrestin domain containing 3	miRNA	mRNA
miR-29c-3p	Dcun1d4	Mouse	90	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	miRNA	mRNA
miR-29c-3p	Ppm1e	Mouse	90	protein phosphatase 1E (PP2C domain containing)	miRNA	mRNA
miR-29c-3p	Hormad1	Mouse	90	HORMA domain containing 1	miRNA	mRNA
miR-29c-3p	Mcl1	Mouse	90	myeloid cell leukemia sequence 1	miRNA	mRNA
miR-29c-3p	Carmil1	Mouse	90	capping protein regulator and myosin 1 linker 1	miRNA	mRNA
miR-29c-3p	Camk4	Mouse	90	calcium/calmodulin-dependent protein kinase IV	miRNA	mRNA
miR-29c-3p	Gpr37	Mouse	90	G protein-coupled receptor 37	miRNA	mRNA
miR-29c-3p	Tcf4	Mouse	90	transcription factor 4	miRNA	mRNA
miR-29c-3p	Grip1	Mouse	90	glutamate receptor interacting protein 1	miRNA	mRNA
miR-29c-3p	Dennd1b	Mouse	90	DENN/MADD domain containing 1B	miRNA	mRNA
miR-29c-3p	Mfap5	Mouse	90	microfibrillar associated protein 5	miRNA	mRNA
miR-29c-3p	Crispld1	Mouse	90	cysteine-rich secretory protein LCCL domain containing 1	miRNA	mRNA
miR-29c-3p	Plp1	Mouse	90	proteolipid protein (myelin) 1	miRNA	mRNA
miR-29c-3p	Eml6	Mouse	90	echinoderm microtubule associated protein like 6	miRNA	mRNA
miR-29c-3p	Unc13b	Mouse	90	unc-13 homolog B	miRNA	mRNA
miR-29c-5p	Emilin1	Mouse	90	elastin microfibril interfacer 1	miRNA	mRNA
miR-320-3p	Rab14	Mouse	90	RAB14, member RAS oncogene family	miRNA	mRNA
miR-320-3p	Scai	Mouse	90	suppressor of cancer cell invasion	miRNA	mRNA
miR-320-3p	Pdzd8	Mouse	90	PDZ domain containing 8	miRNA	mRNA
miR-320-3p	Rc3h1	Mouse	90	RING CCCH (C3H) domains 1	miRNA	mRNA
miR-320-3p	Rai2	Mouse	90	retinoic acid induced 2	miRNA	mRNA
miR-320-3p	Ttll4	Mouse	90	tubulin tyrosine ligase-like family, member 4	miRNA	mRNA
miR-499-5p	Osbpl1a	Mouse	90	oxysterol binding protein-like 1A	miRNA	mRNA
miR-499-5p	Ptar1	Mouse	90	protein prenyltransferase alpha subunit repeat containing 1	miRNA	mRNA
miR-499-5p	Cdh2	Mouse	90	cadherin 2	miRNA	mRNA
miR-499-5p	Stc1	Mouse	90	stanniocalcin 1	miRNA	mRNA
miR-499-5p	Rfesd	Mouse	90	Rieske (Fe-S) domain containing	miRNA	mRNA
miR-499-5p	Fam184a	Mouse	90	family with sequence similarity 184, member A	miRNA	mRNA
miR-499-5p	Sinhcaf	Mouse	90	SIN3-HDAC complex associated factor	miRNA	mRNA
miR-499-5p	Vcpip1	Mouse	90	valosin containing protein (p97)/p47 complex interacting protein 1	miRNA	mRNA
miR-499-5p	Klrg2	Mouse	90	killer cell lectin-like receptor subfamily G, member 2	miRNA	mRNA
miR-499-5p	Rffl	Mouse	90	ring finger and FYVE like domain containing protein	miRNA	mRNA
miR-15b-5p	Otx1	Rat	100	orthodenticle homeobox 1	miRNA	mRNA
miR-15b-5p	Luzp1	Rat	99	leucine zipper protein 1	miRNA	mRNA
miR-15b-5p	Rai2	Rat	99	retinoic acid induced 2	miRNA	mRNA
miR-199a-3p	Adamtsl3	Rat	99	ADAMTS-like 3	miRNA	mRNA
miR-1b	Mmd	Rat	99	monocyte to macrophage differentiation-associated	miRNA	mRNA
miR-1b	Helz2	Rat	99	helicase with zinc finger 2	miRNA	mRNA
miR-499-5p	Myef2	Rat	99	myelin expression factor 2	miRNA	mRNA
miR-15b-5p	Pth	Rat	98	parathyroid hormone	miRNA	mRNA
miR-15b-5p	Pafah1b1	Rat	98	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1	miRNA	mRNA
miR-15b-5p	N4bp1	Rat	98	Nedd4 binding protein 1	miRNA	mRNA
miR-15b-5p	Tnrc6b	Rat	98	trinucleotide repeat containing 6B	miRNA	mRNA
miR-15b-5p	Spta1	Rat	98	spectrin, alpha, erythrocytic 1	miRNA	mRNA
miR-199a-3p	Pon2	Rat	98	paraoxonase 2	miRNA	mRNA
miR-199a-3p	Cd151	Rat	98	CD151 molecule (Raph blood group)	miRNA	mRNA
miR-1b	Slc44a1	Rat	98	solute carrier family 44 member 1	miRNA	mRNA
miR-1b	Glcci1	Rat	98	glucocorticoid induced 1	miRNA	mRNA
miR-214-3p	Naa15	Rat	98	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	miRNA	mRNA
miR-214-3p	Cpsf4	Rat	98	cleavage and polyadenylation specific factor 4	miRNA	mRNA
miR-214-3p	Zfand3	Rat	98	zinc finger AN1-type containing 3	miRNA	mRNA
miR-214-3p	Med19	Rat	98	mediator complex subunit 19	miRNA	mRNA
miR-214-5p	Memo1	Rat	98	mediator of cell motility 1	miRNA	mRNA
miR-214-5p	Slc17a3	Rat	98	solute carrier family 17 member 3	miRNA	mRNA
miR-320-3p	Pbx3	Rat	98	PBX homeobox 3	miRNA	mRNA
miR-320-3p	Spopl	Rat	98	speckle type BTB/POZ protein like	miRNA	mRNA
miR-320-3p	Armc1	Rat	98	armadillo repeat containing 1	miRNA	mRNA
miR-499-5p	Hint3	Rat	98	histidine triad nucleotide binding protein 3	miRNA	mRNA
miR-140-3p	Pcdh17	Rat	97	protocadherin 17	miRNA	mRNA
miR-15b-5p	Cdk17	Rat	97	cyclin-dependent kinase 17	miRNA	mRNA
miR-15b-5p	Ncs1	Rat	97	neuronal calcium sensor 1	miRNA	mRNA
miR-15b-5p	Ahcyl2	Rat	97	adenosylhomocysteinase-like 2	miRNA	mRNA
miR-15b-5p	Rnf217	Rat	97	ring finger protein 217	miRNA	mRNA
miR-15b-5p	Bicd1	Rat	97	BICD cargo adaptor 1	miRNA	mRNA
miR-15b-5p	Phf19	Rat	97	PHD finger protein 19	miRNA	mRNA
miR-15b-5p	Crebrf	Rat	97	CREB3 regulatory factor	miRNA	mRNA
miR-193b-3p	Fhdc1	Rat	97	FH2 domain containing 1	miRNA	mRNA
miR-199a-3p	Serpine2	Rat	97	serpin family E member 2	miRNA	mRNA
miR-1b	Snx2	Rat	97	sorting nexin 2	miRNA	mRNA
miR-1b	Slc39a10	Rat	97	solute carrier family 39 member 10	miRNA	mRNA
miR-1b	Ankrd29	Rat	97	ankyrin repeat domain 29	miRNA	mRNA
miR-1b	Xpo6	Rat	97	exportin 6	miRNA	mRNA
miR-214-3p	Nol10	Rat	97	nucleolar protein 10	miRNA	mRNA
miR-214-3p	Psmd11	Rat	97	proteasome 26S subunit, non-ATPase 11	miRNA	mRNA
miR-214-3p	Luzp1	Rat	97	leucine zipper protein 1	miRNA	mRNA
miR-214-3p	Camta1	Rat	97	calmodulin binding transcription activator 1	miRNA	mRNA
miR-499-5p	Ncbp2	Rat	97	nuclear cap binding protein subunit 2	miRNA	mRNA
miR-499-5p	Stc1	Rat	97	stanniocalcin 1	miRNA	mRNA
miR-499-5p	Snrk	Rat	97	SNF related kinase	miRNA	mRNA
miR-140-3p	Tab2	Rat	96	TGF-beta activated kinase 1/MAP3K7 binding protein 2	miRNA	mRNA
miR-140-3p	Ythdf1	Rat	96	YTH N(6)-methyladenosine RNA binding protein 1	miRNA	mRNA
miR-15b-5p	Srpra	Rat	96	SRP receptor subunit alpha	miRNA	mRNA
miR-15b-5p	Reck	Rat	96	reversion-inducing-cysteine-rich protein with kazal motifs	miRNA	mRNA
miR-15b-5p	Zfyve1	Rat	96	zinc finger FYVE-type containing 1	miRNA	mRNA
miR-15b-5p	Tgfbr3	Rat	96	transforming growth factor beta receptor 3	miRNA	mRNA
miR-15b-5p	Tmem178b	Rat	96	transmembrane protein 178B	miRNA	mRNA
miR-15b-5p	Ccdc32	Rat	96	coiled-coil domain containing 32	miRNA	mRNA
miR-15b-5p	Ube4b	Rat	96	ubiquitination factor E4B	miRNA	mRNA
miR-15b-5p	Wnt7a	Rat	96	Wnt family member 7A	miRNA	mRNA
miR-15b-5p	Mgat4a	Rat	96	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	miRNA	mRNA
miR-15b-5p	Entpd7	Rat	96	ectonucleoside triphosphate diphosphohydrolase 7	miRNA	mRNA
miR-15b-5p	Smad7	Rat	96	SMAD family member 7	miRNA	mRNA
miR-15b-5p	Nup210	Rat	96	nucleoporin 210	miRNA	mRNA
miR-193b-3p	Spata7	Rat	96	spermatogenesis associated 7	miRNA	mRNA
miR-199a-3p	Gna12	Rat	96	G protein subunit alpha 12	miRNA	mRNA
miR-199a-3p	Pak4	Rat	96	p21 (RAC1) activated kinase 4	miRNA	mRNA
miR-1b	Cdk14	Rat	96	cyclin-dependent kinase 14	miRNA	mRNA
miR-1b	Hmcn1	Rat	96	hemicentin 1	miRNA	mRNA
miR-1b	Ss18	Rat	96	SS18, nBAF chromatin remodeling complex subunit	miRNA	mRNA
miR-1b	Kdsr	Rat	96	3-ketodihydrosphingosine reductase	miRNA	mRNA
miR-1b	Twf1	Rat	96	twinfilin actin-binding protein 1	miRNA	mRNA
miR-1b	Gja1	Rat	96	gap junction protein, alpha 1	miRNA	mRNA
miR-214-3p	Fbln5	Rat	96	fibulin 5	miRNA	mRNA
miR-214-3p	Kbtbd2	Rat	96	kelch repeat and BTB domain containing 2	miRNA	mRNA
miR-214-3p	Ammecr1l	Rat	96	AMMECR1 like	miRNA	mRNA
miR-214-3p	RGD1308134	Rat	96	similar to RIKEN cDNA 1110020A23	miRNA	mRNA
miR-320-3p	Gpbp1	Rat	96	GC-rich promoter binding protein 1	miRNA	mRNA
miR-320-3p	Gxylt1	Rat	96	glucoside xylosyltransferase 1	miRNA	mRNA
miR-499-5p	Vav3	Rat	96	vav guanine nucleotide exchange factor 3	miRNA	mRNA
miR-499-5p	Rsbn1	Rat	96	round spermatid basic protein 1	miRNA	mRNA
miR-499-5p	Ube2v2	Rat	96	ubiquitin conjugating enzyme E2 V2	miRNA	mRNA
miR-140-3p	Hsd17b12	Rat	95	hydroxysteroid (17-beta) dehydrogenase 12	miRNA	mRNA
miR-140-3p	Gcg	Rat	95	glucagon	miRNA	mRNA
miR-15b-5p	Zbtb39	Rat	95	zinc finger and BTB domain containing 39	miRNA	mRNA
miR-15b-5p	Megf8	Rat	95	multiple EGF-like-domains 8	miRNA	mRNA
miR-15b-5p	Pip4p2	Rat	95	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	miRNA	mRNA
miR-15b-5p	Reep1	Rat	95	receptor accessory protein 1	miRNA	mRNA
miR-15b-5p	Vegfa	Rat	95	vascular endothelial growth factor A	miRNA	mRNA
miR-15b-5p	Cacul1	Rat	95	CDK2-associated, cullin domain 1	miRNA	mRNA
miR-15b-5p	Erlin2	Rat	95	ER lipid raft associated 2	miRNA	mRNA
miR-15b-5p	Zfp622	Rat	95	zinc finger protein 622	miRNA	mRNA
miR-199a-3p	Bcar3	Rat	95	BCAR3, NSP family adaptor protein	miRNA	mRNA
miR-1b	Smim14	Rat	95	small integral membrane protein 14	miRNA	mRNA
miR-1b	Plppr4	Rat	95	phospholipid phosphatase related 4	miRNA	mRNA
miR-1b	Mmd2	Rat	95	monocyte to macrophage differentiation-associated 2	miRNA	mRNA
miR-1b	Uhrf1bp1l	Rat	95	UHRF1 binding protein 1-like	miRNA	mRNA
miR-214-3p	Slc8a1	Rat	95	solute carrier family 8 member A1	miRNA	mRNA
miR-320-3p	Cemip2	Rat	95	cell migration inducing hyaluronidase 2	miRNA	mRNA
miR-320-3p	Klhl23	Rat	95	kelch-like family member 23	miRNA	mRNA
miR-499-5p	Tfpi	Rat	95	tissue factor pathway inhibitor	miRNA	mRNA
miR-499-5p	Hnrnpc	Rat	95	heterogeneous nuclear ribonucleoprotein C	miRNA	mRNA
miR-499-5p	Slc12a2	Rat	95	solute carrier family 12 member 2	miRNA	mRNA
miR-499-5p	Sos2	Rat	95	SOS Ras/Rho guanine nucleotide exchange factor 2	miRNA	mRNA
miR-15b-5p	Tlk1	Rat	94	tousled-like kinase 1	miRNA	mRNA
miR-15b-5p	Prr16	Rat	94	proline rich 16	miRNA	mRNA
miR-15b-5p	Ash1l	Rat	94	ASH1 like histone lysine methyltransferase	miRNA	mRNA
miR-15b-5p	Nectin1	Rat	94	nectin cell adhesion molecule 1	miRNA	mRNA
miR-15b-5p	Lrrc32	Rat	94	leucine rich repeat containing 32	miRNA	mRNA
miR-15b-5p	Arl2	Rat	94	ADP-ribosylation factor like GTPase 2	miRNA	mRNA
miR-15b-5p	Ythdc1	Rat	94	YTH domain containing 1	miRNA	mRNA
miR-199a-3p	Lrp2	Rat	94	LDL receptor related protein 2	miRNA	mRNA
miR-199a-3p	Nova1	Rat	94	NOVA alternative splicing regulator 1	miRNA	mRNA
miR-199a-3p	Sinhcaf	Rat	94	SIN3-HDAC complex associated factor	miRNA	mRNA
miR-1b	Fnip2	Rat	94	folliculin interacting protein 2	miRNA	mRNA
miR-1b	Nexmif	Rat	94	neurite extension and migration factor	miRNA	mRNA
miR-1b	Higd1a	Rat	94	HIG1 hypoxia inducible domain family, member 1A	miRNA	mRNA
miR-1b	Ncl	Rat	94	nucleolin	miRNA	mRNA
miR-1b	Lrch1	Rat	94	leucine rich repeats and calponin homology domain containing 1	miRNA	mRNA
miR-1b	Edn1	Rat	94	endothelin 1	miRNA	mRNA
miR-1b	Tspan4	Rat	94	tetraspanin 4	miRNA	mRNA
miR-1b	Spcs2	Rat	94	signal peptidase complex subunit 2	miRNA	mRNA
miR-1b	Hacd3	Rat	94	3-hydroxyacyl-CoA dehydratase 3	miRNA	mRNA
miR-1b	Mon2	Rat	94	MON2 homolog, regulator of endosome-to-Golgi trafficking	miRNA	mRNA
miR-214-3p	Sec24c	Rat	94	SEC24 homolog C, COPII coat complex component	miRNA	mRNA
miR-214-3p	Ipo7	Rat	94	importin 7	miRNA	mRNA
miR-214-3p	Tspan11	Rat	94	tetraspanin 11	miRNA	mRNA
miR-214-3p	Naa50	Rat	94	N(alpha)-acetyltransferase 50, NatE catalytic subunit	miRNA	mRNA
miR-214-3p	Sema4d	Rat	94	semaphorin 4D	miRNA	mRNA
miR-320-3p	Arl8b	Rat	94	ADP-ribosylation factor like GTPase 8B	miRNA	mRNA
miR-499-5p	Sox5	Rat	94	SRY box 5	miRNA	mRNA
miR-499-5p	Ctse	Rat	94	cathepsin E	miRNA	mRNA
miR-499-5p	Ube2v1	Rat	94	ubiquitin conjugating enzyme E2 V1	miRNA	mRNA
miR-140-3p	Cldn1	Rat	93	claudin 1	miRNA	mRNA
miR-140-3p	Tmem159	Rat	93	transmembrane protein 159	miRNA	mRNA
miR-140-3p	Egfl6	Rat	93	EGF-like-domain, multiple 6	miRNA	mRNA
miR-15b-5p	Pced1a	Rat	93	PC-esterase domain containing 1A	miRNA	mRNA
miR-15b-5p	Nuak2	Rat	93	NUAK family kinase 2	miRNA	mRNA
miR-15b-5p	Wee1	Rat	93	WEE1 G2 checkpoint kinase	miRNA	mRNA
miR-15b-5p	Pwwp2b	Rat	93	PWWP domain containing 2B	miRNA	mRNA
miR-15b-5p	Map2k1	Rat	93	mitogen activated protein kinase kinase 1	miRNA	mRNA
miR-15b-5p	Higd1a	Rat	93	HIG1 hypoxia inducible domain family, member 1A	miRNA	mRNA
miR-15b-5p	Kif23	Rat	93	kinesin family member 23	miRNA	mRNA
miR-15b-5p	Tfap2a	Rat	93	transcription factor AP-2 alpha	miRNA	mRNA
miR-15b-5p	Sepsecs	Rat	93	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	miRNA	mRNA
miR-15b-5p	Chac1	Rat	93	ChaC glutathione-specific gamma-glutamylcyclotransferase 1	miRNA	mRNA
miR-15b-5p	Polr3f	Rat	93	RNA polymerase III subunit F	miRNA	mRNA
miR-15b-5p	Dclk1	Rat	93	doublecortin-like kinase 1	miRNA	mRNA
miR-15b-5p	Slc12a2	Rat	93	solute carrier family 12 member 2	miRNA	mRNA
miR-15b-5p	Borcs6	Rat	93	BLOC-1 related complex subunit 6	miRNA	mRNA
miR-199a-3p	Zhx1	Rat	93	zinc fingers and homeoboxes 1	miRNA	mRNA
miR-199a-3p	Ndrg1	Rat	93	N-myc downstream regulated 1	miRNA	mRNA
miR-1b	Elf1	Rat	93	E74 like ETS transcription factor 1	miRNA	mRNA
miR-1b	Tppp	Rat	93	tubulin polymerization promoting protein	miRNA	mRNA
miR-1b	Ppib	Rat	93	peptidylprolyl isomerase B	miRNA	mRNA
miR-1b	Adpgk	Rat	93	ADP-dependent glucokinase	miRNA	mRNA
miR-1b	Nfatc3	Rat	93	nuclear factor of activated T-cells 3	miRNA	mRNA
miR-1b	Trim2	Rat	93	tripartite motif-containing 2	miRNA	mRNA
miR-1b	Map1a	Rat	93	microtubule-associated protein 1A	miRNA	mRNA
miR-1b	Frs2	Rat	93	fibroblast growth factor receptor substrate 2	miRNA	mRNA
miR-1b	Cebpz	Rat	93	CCAAT/enhancer binding protein zeta	miRNA	mRNA
miR-1b	Tpm3	Rat	93	tropomyosin 3	miRNA	mRNA
miR-1b	Crem	Rat	93	cAMP responsive element modulator	miRNA	mRNA
miR-1b	Ets1	Rat	93	ETS proto-oncogene 1, transcription factor	miRNA	mRNA
miR-1b	Fbxo33	Rat	93	F-box protein 33	miRNA	mRNA
miR-214-3p	Slc20a2	Rat	93	solute carrier family 20 member 2	miRNA	mRNA
miR-214-3p	Ccdc167	Rat	93	coiled-coil domain containing 167	miRNA	mRNA
miR-214-3p	Atg4b	Rat	93	autophagy related 4B, cysteine peptidase	miRNA	mRNA
miR-214-3p	Zbtb39	Rat	93	zinc finger and BTB domain containing 39	miRNA	mRNA
miR-214-5p	Gphn	Rat	93	gephyrin	miRNA	mRNA
miR-320-3p	Ywhah	Rat	93	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta	miRNA	mRNA
miR-320-3p	Prr9	Rat	93	proline rich 9	miRNA	mRNA
miR-499-5p	Meis3	Rat	93	Meis homeobox 3	miRNA	mRNA
miR-140-3p	Ap1g1	Rat	92	adaptor related protein complex 1 subunit gamma 1	miRNA	mRNA
miR-140-3p	Herc3	Rat	92	HECT and RLD domain containing E3 ubiquitin protein ligase 3	miRNA	mRNA
miR-15b-5p	Zc2hc1a	Rat	92	zinc finger, C2HC-type containing 1A	miRNA	mRNA
miR-15b-5p	Tbp	Rat	92	TATA box binding protein	miRNA	mRNA
miR-15b-5p	Wipi2	Rat	92	WD repeat domain, phosphoinositide interacting 2	miRNA	mRNA
miR-15b-5p	Usp42	Rat	92	ubiquitin specific peptidase 42	miRNA	mRNA
miR-15b-5p	LOC100125367	Rat	92	hypothetical protein LOC100125367	miRNA	mRNA
miR-15b-5p	Cdca4	Rat	92	cell division cycle associated 4	miRNA	mRNA
miR-15b-5p	Sptbn2	Rat	92	spectrin, beta, non-erythrocytic 2	miRNA	mRNA
miR-15b-5p	Ccne1	Rat	92	cyclin E1	miRNA	mRNA
miR-15b-5p	Slc22a20	Rat	92	solute carrier family 22, member 20	miRNA	mRNA
miR-193b-3p	Gba2	Rat	92	glucosylceramidase beta 2	miRNA	mRNA
miR-193b-3p	Dcaf7	Rat	92	DDB1 and CUL4 associated factor 7	miRNA	mRNA
miR-199a-3p	Net1	Rat	92	neuroepithelial cell transforming 1	miRNA	mRNA
miR-199a-3p	Rb1	Rat	92	RB transcriptional corepressor 1	miRNA	mRNA
miR-1b	Sri	Rat	92	sorcin	miRNA	mRNA
miR-1b	Upf3a	Rat	92	UPF3A, regulator of nonsense mediated mRNA decay	miRNA	mRNA
miR-1b	Ip6k2	Rat	92	inositol hexakisphosphate kinase 2	miRNA	mRNA
miR-1b	Hspd1	Rat	92	heat shock protein family D member 1	miRNA	mRNA
miR-214-3p	Peli3	Rat	92	pellino E3 ubiquitin protein ligase family member 3	miRNA	mRNA
miR-214-3p	RGD1562747	Rat	92	similar to RIKEN cDNA 1110012L19	miRNA	mRNA
miR-214-3p	Pex7	Rat	92	peroxisomal biogenesis factor 7	miRNA	mRNA
miR-214-3p	Dolpp1	Rat	92	dolichyldiphosphatase 1	miRNA	mRNA
miR-214-5p	Tnrc6b	Rat	92	trinucleotide repeat containing 6B	miRNA	mRNA
miR-214-5p	Ppp4r3b	Rat	92	protein phosphatase 4, regulatory subunit 3B	miRNA	mRNA
miR-320-3p	Ctsl	Rat	92	cathepsin L	miRNA	mRNA
miR-320-3p	Pcdha4	Rat	92	protocadherin alpha 4	miRNA	mRNA
miR-320-3p	Zfp652	Rat	92	zinc finger protein 652	miRNA	mRNA
miR-320-3p	Cdk13	Rat	92	cyclin-dependent kinase 13	miRNA	mRNA
miR-499-5p	Cat	Rat	92	catalase	miRNA	mRNA
miR-499-5p	Ugt2b37	Rat	92	UDP-glucuronosyltransferase 2 family, member 37	miRNA	mRNA
miR-499-5p	Pgap1	Rat	92	post-GPI attachment to proteins 1	miRNA	mRNA
miR-499-5p	Elavl4	Rat	92	ELAV like RNA binding protein 4	miRNA	mRNA
miR-499-5p	Rcn2	Rat	92	reticulocalbin 2	miRNA	mRNA
miR-140-3p	Kmt5b	Rat	91	lysine methyltransferase 5B	miRNA	mRNA
miR-140-3p	Sucla2	Rat	91	succinate-CoA ligase ADP-forming beta subunit	miRNA	mRNA
miR-140-3p	Prom2	Rat	91	prominin 2	miRNA	mRNA
